subjid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
dHW5OLkb8K4Sqdred,"{'event': 'dragend', 'dragY': 54, 'timestamp': 1678982428480, 'dragX': -31}","{'dragX': 47, 'event': 'dragend', 'dragY': -29, 'timestamp': 1678982432047}","{'timestamp': 1678982433612, 'dragY': -24, 'dragX': -13, 'event': 'dragend'}","{'dragY': -18, 'timestamp': 1678982434585, 'dragX': 13, 'event': 'dragend'}","{'dragX': -25, 'event': 'dragend', 'dragY': -6, 'timestamp': 1678982435630}","{'timestamp': 1678982436794, 'event': 'dragend', 'dragY': 14, 'dragX': 25}","{'dragY': 22, 'timestamp': 1678982437947, 'event': 'dragend', 'dragX': -31}","{'event': 'checkcorrect', 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'name': 'apple', 'x': 147, 'y': 570.5}, {'x': 141, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 101}, {'name': 'apple', 'y': 570.5, 'x': 152}, {'name': 'banana', 'x': 646, 'y': 570.5}, {'name': 'banana', 'x': 687, 'y': 570.5}], 'correct': True, 'fails': 0, 'timestamp': 1678982440179, 'attempts': 1}","{'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'y': 570.5, 'x': 147}, {'x': 141, 'name': 'apple', 'y': 570.5}, {'x': 101, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 152, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 646}, {'x': 687, 'y': 570.5, 'name': 'banana'}], 'event': 'success', 'attempts': 1, 'fails': 0, 'timestamp': 1678982440183, 'correct': True}",,,,,,,,,,,,,
rT6JXOibGDFePdpurple,"{'dragX': -23, 'timestamp': 1678987239614, 'event': 'dragend', 'dragY': -24}","{'dragX': -11, 'timestamp': 1678987241469, 'event': 'dragend', 'dragY': 22}","{'dragX': -11, 'event': 'dragend', 'timestamp': 1678987241571, 'dragY': 21.888888888888914}","{'dragY': 50, 'dragX': -41, 'timestamp': 1678987242992, 'event': 'dragend'}","{'dragX': -9, 'event': 'dragend', 'timestamp': 1678987244655, 'dragY': -20}","{'event': 'dragend', 'timestamp': 1678987245846, 'dragY': 8, 'dragX': 9}","{'dragX': -29, 'dragY': -24, 'event': 'dragend', 'timestamp': 1678987247099}","{'attempts': 1, 'timestamp': 1678987248322, 'event': 'checkcorrect', 'correct': True, 'fails': 0, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'name': 'apple', 'y': 570.5, 'x': 129}, {'name': 'apple', 'y': 570.5, 'x': 144}, {'name': 'apple', 'y': 570.5, 'x': 122}, {'name': 'apple', 'x': 135, 'y': 570.5}, {'x': 689, 'name': 'banana', 'y': 570.5}, {'x': 632, 'name': 'banana', 'y': 570.5}]}","{'attempts': 1, 'correct': True, 'timestamp': 1678987248332, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 129, 'y': 570.5, 'name': 'apple'}, {'x': 144, 'y': 570.5, 'name': 'apple'}, {'x': 122, 'name': 'apple', 'y': 570.5}, {'x': 135, 'name': 'apple', 'y': 570.5}, {'x': 689, 'name': 'banana', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 632}], 'event': 'success', 'fails': 0}",,,,,,,,,,,,,
bL56aPv7CiRj88purple,"{'timestamp': 1678569088696, 'dragY': 19.99897917018893, 'event': 'dragend', 'dragX': -11.90478515625}","{'timestamp': 1678569091896, 'event': 'dragend', 'dragY': -0.9891553998998006, 'dragX': 10.09521484375}","{'timestamp': 1678569092877, 'dragX': 4.09521484375, 'event': 'dragend', 'dragY': -11.999900205875008}","{'timestamp': 1678569095855, 'dragX': -21.90478515625, 'event': 'dragend', 'dragY': -10.989320197537381}","{'event': 'dragend', 'dragX': -1.90478515625, 'dragY': -17.9999990844575, 'timestamp': 1678569097496}","{'dragX': 14.09521484375, 'event': 'dragend', 'dragY': -20.004975973114824, 'timestamp': 1678569099165}","{'timestamp': 1678569100692, 'dragX': -17.90478515625, 'event': 'dragend', 'dragY': 13.99723231522978}","{'dragX': -3.90478515625, 'dragY': 3.997397112867475, 'event': 'dragend', 'timestamp': 1678569102394}","{'event': 'checkcorrect', 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'name': 'apple', 'y': 570.5, 'x': 129}, {'name': 'apple', 'x': 156, 'y': 570.5}, {'name': 'apple', 'x': 192, 'y': 570.5}, {'y': 570.5, 'x': 203, 'name': 'apple'}, {'name': 'banana', 'x': 672, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 658}], 'timestamp': 1678569103463, 'correct': True, 'attempts': 1, 'fails': 0}","{'attempts': 1, 'correct': True, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'name': 'apple', 'x': 129}, {'x': 156, 'name': 'apple', 'y': 570.5}, {'x': 192, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 203}, {'name': 'banana', 'x': 672, 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 658}], 'event': 'success', 'fails': 0, 'timestamp': 1678569103478}",,,,,,,,,,,,
bT9iNxrIJUbtdrpurple,"{'dragX': 6.75, 'dragY': 0.015625, 'timestamp': 1678814096366, 'event': 'dragend'}","{'dragY': 35.015625, 'dragX': 14.75, 'event': 'dragend', 'timestamp': 1678814098350}","{'dragX': 12.75, 'dragY': 16.015625, 'event': 'dragend', 'timestamp': 1678814100388}","{'timestamp': 1678814101735, 'dragY': 20.015625, 'event': 'dragend', 'dragX': 2.75}","{'event': 'dragend', 'dragY': 16.015625, 'timestamp': 1678814103463, 'dragX': 34.75}","{'dragY': -25.984375, 'dragX': 18.75, 'timestamp': 1678814105741, 'event': 'dragend'}","{'fails': 0, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'x': 128, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 136}, {'x': 182, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 156}, {'x': 685, 'name': 'banana', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 663}], 'timestamp': 1678814109041, 'event': 'checkcorrect', 'attempts': 1, 'correct': True}","{'timestamp': 1678814109046, 'event': 'success', 'fails': 0, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'x': 128, 'name': 'apple'}, {'y': 570.5, 'x': 136, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 182}, {'y': 570.5, 'name': 'apple', 'x': 156}, {'name': 'banana', 'x': 685, 'y': 570.5}, {'x': 663, 'name': 'banana', 'y': 570.5}], 'attempts': 1}",,,,,,,,,,,,,,
bUEUPScS4YLfoKred,"{'dragX': -14, 'event': 'dragend', 'timestamp': 1678996766498, 'dragY': 16}","{'dragX': 4, 'timestamp': 1678996768039, 'event': 'dragend', 'dragY': 8}","{'timestamp': 1678996769700, 'event': 'dragend', 'dragY': 2, 'dragX': -32}","{'event': 'dragend', 'timestamp': 1678996771452, 'dragX': -20, 'dragY': 16}","{'timestamp': 1678996772884, 'event': 'dragend', 'dragX': 20, 'dragY': -12}","{'dragX': 22, 'timestamp': 1678996775237, 'dragY': 12, 'event': 'dragend'}","{'fails': 0, 'correct': True, 'timestamp': 1678996776428, 'attempts': 1, 'event': 'checkcorrect', 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'x': 113, 'name': 'apple', 'y': 570.5}, {'x': 133, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 101}, {'x': 148, 'name': 'apple', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 686}, {'name': 'banana', 'x': 684, 'y': 570.5}]}","{'attempts': 1, 'timestamp': 1678996776429, 'locations': [{'y': 525, 'x': 150, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'name': 'apple', 'x': 113}, {'y': 570.5, 'x': 133, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 101}, {'x': 148, 'name': 'apple', 'y': 570.5}, {'name': 'banana', 'x': 686, 'y': 570.5}, {'x': 684, 'y': 570.5, 'name': 'banana'}], 'fails': 0, 'event': 'success', 'correct': True}",,,,,,,,,,,,,,
bqngvoeTJeuWeNred,"{'event': 'dragend', 'timestamp': 1678987284727, 'dragX': 8.666656494140625, 'dragY': -16}","{'dragY': 4, 'timestamp': 1678987286280, 'dragX': -17.333343505859375, 'event': 'dragend'}","{'timestamp': 1678987288106, 'dragX': 20.666656494140625, 'event': 'dragend', 'dragY': 8}","{'event': 'dragend', 'dragX': -7.333343505859375, 'timestamp': 1678987289718, 'dragY': -22}","{'dragX': 0.666656494140625, 'timestamp': 1678987291236, 'dragY': 10, 'event': 'dragend'}","{'timestamp': 1678987292605, 'dragY': 14, 'event': 'dragend', 'dragX': 12.666656494140625}","{'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'x': 137, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 164}, {'y': 570.5, 'x': 186, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 163}, {'x': 633, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'x': 672, 'name': 'banana'}], 'event': 'checkcorrect', 'timestamp': 1678987294514, 'correct': True, 'attempts': 1, 'fails': 0}","{'correct': True, 'event': 'success', 'fails': 0, 'attempts': 1, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'y': 570.5, 'name': 'apple', 'x': 137}, {'y': 570.5, 'name': 'apple', 'x': 164}, {'x': 186, 'y': 570.5, 'name': 'apple'}, {'x': 163, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 633}, {'name': 'banana', 'x': 672, 'y': 570.5}], 'timestamp': 1678987294527}",,,,,,,,,,,,,,
sHlPosOc3ofSEMred,"{'dragX': -21, 'event': 'dragend', 'timestamp': 1678823385710, 'dragY': 16}","{'timestamp': 1678823386766, 'dragX': -47, 'event': 'dragend', 'dragY': 18}","{'dragX': -13, 'event': 'dragend', 'timestamp': 1678823388022, 'dragY': 38}","{'dragX': 19, 'dragY': 8, 'timestamp': 1678823389359, 'event': 'dragend'}","{'dragX': -25, 'event': 'dragend', 'timestamp': 1678823390518, 'dragY': 14}","{'dragX': 33, 'event': 'dragend', 'dragY': -12, 'timestamp': 1678823391638}","{'fails': 0, 'timestamp': 1678823393079, 'event': 'checkcorrect', 'attempts': 1, 'correct': True, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 172, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 166, 'y': 570.5}, {'x': 112, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 179, 'y': 570.5}, {'x': 635, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'x': 653, 'name': 'banana'}]}","{'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'y': 570.5, 'x': 172, 'name': 'apple'}, {'x': 166, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 112}, {'name': 'apple', 'x': 179, 'y': 570.5}, {'name': 'banana', 'x': 635, 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 653}], 'correct': True, 'timestamp': 1678823393079, 'attempts': 1, 'event': 'success', 'fails': 0}",,,,,,,,,,,,,,
sdNusyrc7WKwEnred,"{'timestamp': 1678987632366, 'dragY': -6, 'dragX': 17, 'event': 'dragend'}","{'dragX': -29, 'event': 'dragend', 'timestamp': 1678987634811, 'dragY': 32}","{'event': 'dragend', 'timestamp': 1678987636898, 'dragX': 23, 'dragY': 26}","{'dragY': 32, 'event': 'dragend', 'dragX': 51, 'timestamp': 1678987638628}","{'dragY': 30, 'timestamp': 1678987640174, 'dragX': 15, 'event': 'dragend'}","{'event': 'dragend', 'dragY': 55, 'dragX': -9, 'timestamp': 1678987642081}","{'attempts': 1, 'timestamp': 1678987644596, 'event': 'checkcorrect', 'fails': 0, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'x': 96, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 127}, {'x': 120, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 194}, {'name': 'banana', 'y': 570.5, 'x': 633}, {'x': 627, 'y': 570.5, 'name': 'banana'}], 'correct': True}","{'fails': 0, 'event': 'success', 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'y': 570.5, 'x': 96, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 127}, {'name': 'apple', 'y': 570.5, 'x': 120}, {'x': 194, 'name': 'apple', 'y': 570.5}, {'name': 'banana', 'y': 570.5, 'x': 633}, {'name': 'banana', 'y': 570.5, 'x': 627}], 'timestamp': 1678987644605, 'correct': True, 'attempts': 1}",,,,,,,,,,,,,,
cQno7de90Nisv8purple,"{'dragX': 7.4165643755673045, 'dragY': -9.986034904803319, 'timestamp': 1678817886402, 'event': 'dragend'}","{'event': 'dragend', 'dragY': 46.01677398366246, 'timestamp': 1678817887601, 'dragX': -30.583455613444812}","{'event': 'dragend', 'timestamp': 1678817888657, 'dragY': -9.984234335274095, 'dragX': 13.416583754227872}","{'event': 'dragend', 'timestamp': 1678817889803, 'dragX': 29.41656269710063, 'dragY': -17.98978008942413}","{'event': 'dragend', 'dragX': 15.416585127518829, 'timestamp': 1678817890866, 'dragY': 55.028477685602866}","{'dragY': -33.987907497113724, 'dragX': -24.583454545329687, 'timestamp': 1678817891905, 'event': 'dragend'}","{'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 157.0000185394273, 'name': 'apple', 'y': 570.5}, {'x': 148.00003067016365, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'x': 118.00002151489093, 'y': 570.5}, {'x': 147.0000093841546, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 693.9999668884303}, {'y': 570.5, 'x': 648.9999916839606, 'name': 'banana'}], 'fails': 0, 'attempts': 1, 'timestamp': 1678817893166, 'event': 'checkcorrect'}","{'event': 'success', 'timestamp': 1678817893169, 'attempts': 1, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 157.0000185394273, 'name': 'apple', 'y': 570.5}, {'x': 148.00003067016365, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 118.00002151489093, 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 147.0000093841546}, {'x': 693.9999668884303, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'x': 648.9999916839606, 'y': 570.5}], 'correct': True, 'fails': 0}",,,,,,,,,,,,,,
cZ2Vm2T1IneMtared,"{'timestamp': 1678904369762, 'dragX': 5, 'event': 'dragend', 'dragY': 8}","{'dragX': 3, 'dragY': 6, 'timestamp': 1678904371390, 'event': 'dragend'}","{'dragY': -18, 'dragX': 15, 'event': 'dragend', 'timestamp': 1678904372873}","{'dragY': -2, 'timestamp': 1678904374499, 'event': 'dragend', 'dragX': 17}","{'dragX': -5, 'dragY': 14, 'timestamp': 1678904375903, 'event': 'dragend'}","{'event': 'dragend', 'dragX': 7, 'dragY': 14, 'timestamp': 1678904377305}","{'correct': True, 'event': 'checkcorrect', 'fails': 0, 'timestamp': 1678904378348, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 135, 'y': 570.5, 'name': 'apple'}, {'x': 127, 'name': 'apple', 'y': 570.5}, {'x': 149, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 169}, {'y': 570.5, 'name': 'banana', 'x': 648}, {'name': 'banana', 'x': 681, 'y': 570.5}], 'attempts': 1}","{'fails': 0, 'correct': True, 'attempts': 1, 'locations': [{'x': 150, 'y': 525, 'name': 'applebasket'}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'x': 135, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 127, 'name': 'apple'}, {'x': 149, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'x': 169, 'name': 'apple'}, {'name': 'banana', 'x': 648, 'y': 570.5}, {'x': 681, 'name': 'banana', 'y': 570.5}], 'event': 'success', 'timestamp': 1678904378353}",,,,,,,,,,,,,,
vNWAxTycdY5RKGpurple,"{'timestamp': 1678817768618, 'event': 'dragend', 'dragY': 10, 'dragX': -16}","{'dragY': -12, 'timestamp': 1678817769836, 'dragX': 22, 'event': 'dragend'}","{'event': 'dragend', 'dragX': -18, 'dragY': -6, 'timestamp': 1678817771116}","{'event': 'dragend', 'dragX': 22, 'dragY': -20, 'timestamp': 1678817772509}","{'dragX': 32, 'dragY': -2, 'timestamp': 1678817773755, 'event': 'dragend'}","{'timestamp': 1678817774976, 'dragX': -14, 'dragY': 57, 'event': 'dragend'}","{'correct': True, 'fails': 0, 'timestamp': 1678817775986, 'attempts': 1, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 141, 'y': 570.5}, {'y': 570.5, 'x': 127, 'name': 'apple'}, {'name': 'apple', 'x': 162, 'y': 570.5}, {'x': 157, 'name': 'apple', 'y': 570.5}, {'x': 640, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 608}], 'event': 'checkcorrect'}","{'attempts': 1, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'x': 141, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 127, 'y': 570.5}, {'name': 'apple', 'x': 162, 'y': 570.5}, {'y': 570.5, 'x': 157, 'name': 'apple'}, {'y': 570.5, 'name': 'banana', 'x': 640}, {'y': 570.5, 'x': 608, 'name': 'banana'}], 'event': 'success', 'correct': True, 'timestamp': 1678817775990, 'fails': 0}",,,,,,,,,,,,,,
qiIV46Hcubx7xGpurple,"{'dragX': 44, 'event': 'dragend', 'timestamp': 1678996739332, 'dragY': -2}","{'dragY': -4, 'dragX': 12, 'event': 'dragend', 'timestamp': 1678996741199}","{'timestamp': 1678996743031, 'dragY': 28, 'dragX': 12, 'event': 'dragend'}","{'timestamp': 1678996744933, 'dragY': 26, 'event': 'dragend', 'dragX': 26}","{'event': 'dragend', 'timestamp': 1678996746466, 'dragY': 26, 'dragX': 32}","{'dragX': 34, 'timestamp': 1678996748365, 'event': 'dragend', 'dragY': 14}","{'event': 'checkcorrect', 'correct': True, 'timestamp': 1678996749555, 'fails': 0, 'locations': [{'x': 150, 'name': 'applebasket', 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 138}, {'name': 'apple', 'x': 136, 'y': 570.5}, {'x': 176, 'name': 'apple', 'y': 570.5}, {'x': 149, 'name': 'apple', 'y': 570.5}, {'name': 'banana', 'x': 658, 'y': 570.5}, {'x': 608, 'name': 'banana', 'y': 570.5}], 'attempts': 1}","{'event': 'success', 'correct': True, 'attempts': 1, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 138, 'y': 570.5}, {'x': 136, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 176}, {'x': 149, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 658, 'name': 'banana'}, {'x': 608, 'name': 'banana', 'y': 570.5}], 'fails': 0, 'timestamp': 1678996749562}",,,,,,,,,,,,,,
zRDK2ekdFueGoRpurple,"{'event': 'dragend', 'dragX': 6.103515625e-05, 'dragY': -3.9772720336914062, 'timestamp': 1678914141887}","{'event': 'dragend', 'dragX': -29.99993896484375, 'dragY': 52.022727966308594, 'timestamp': 1678914143277}","{'timestamp': 1678914144977, 'event': 'dragend', 'dragY': 16.022727966308594, 'dragX': -33.99993896484375}","{'event': 'dragend', 'dragX': -19.99993896484375, 'dragY': -24.977272033691406, 'timestamp': 1678914146025}","{'dragY': -4.977272033691406, 'timestamp': 1678914146860, 'event': 'dragend', 'dragX': -21.99993896484375}","{'dragX': 32.00006103515625, 'event': 'dragend', 'timestamp': 1678914148289, 'dragY': 42.022727966308594}","{'dragY': -29.977272033691406, 'dragX': -55.99993896484375, 'timestamp': 1678914149637, 'event': 'dragend'}","{'event': 'checkcorrect', 'timestamp': 1678914150312, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'y': 525, 'x': 150, 'name': 'bananabasket'}, {'x': 215, 'y': 570.5, 'name': 'apple'}, {'y': 570.5, 'name': 'apple', 'x': 74}, {'name': 'apple', 'x': 156, 'y': 570.5}, {'y': 570.5, 'x': 143, 'name': 'apple'}, {'x': 716, 'y': 570.5, 'name': 'banana'}, {'x': 683, 'y': 570.5, 'name': 'banana'}], 'attempts': 1, 'correct': True, 'fails': 0}","{'fails': 0, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'name': 'apple', 'x': 215, 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 74}, {'name': 'apple', 'x': 156, 'y': 570.5}, {'x': 143, 'name': 'apple', 'y': 570.5}, {'x': 716, 'name': 'banana', 'y': 570.5}, {'y': 570.5, 'name': 'banana', 'x': 683}], 'event': 'success', 'attempts': 1, 'timestamp': 1678914150315, 'correct': True}",,,,,,,,,,,,,
dHW5OLkb8K4Sqdpurple,"{'dragY': 40, 'dragX': -5, 'event': 'dragend', 'timestamp': 1678982331092}","{'event': 'dragend', 'dragY': 25, 'dragX': -34, 'timestamp': 1678982332556}","{'event': 'dragend', 'timestamp': 1678982333838, 'dragY': 38, 'dragX': -15}","{'dragX': 25, 'event': 'dragend', 'timestamp': 1678982335172, 'dragY': 46}","{'dragY': 34, 'timestamp': 1678982337452, 'event': 'dragend', 'dragX': -55}","{'dragX': -33, 'timestamp': 1678982338967, 'dragY': 55, 'event': 'dragend'}","{'dragX': 18, 'event': 'dragend', 'timestamp': 1678982340217, 'dragY': -5}","{'attempts': 1, 'timestamp': 1678982341752, 'event': 'checkcorrect', 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'y': 525, 'name': 'bananabasket', 'x': 150}, {'x': 175, 'y': 570.5, 'name': 'apple'}, {'x': 136.5, 'y': 570.5, 'name': 'apple'}, {'name': 'apple', 'y': 570.5, 'x': 177}, {'name': 'apple', 'y': 570.5, 'x': 151}, {'x': 654, 'y': 570.5, 'name': 'banana'}, {'y': 570.5, 'name': 'banana', 'x': 688}], 'fails': 0, 'correct': True}","{'attempts': 1, 'correct': True, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'y': 570.5, 'name': 'apple', 'x': 175}, {'name': 'apple', 'y': 570.5, 'x': 136.5}, {'x': 177, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'name': 'apple', 'x': 151}, {'name': 'banana', 'y': 570.5, 'x': 654}, {'name': 'banana', 'y': 570.5, 'x': 688}], 'fails': 0, 'event': 'success', 'timestamp': 1678982341755}",,,,,,,,,,,,,
hxh8tvpdPjCFh9purple,"{'event': 'dragend', 'dragY': 6, 'dragX': 22, 'timestamp': 1678471097583}","{'dragY': 8, 'timestamp': 1678471100067, 'event': 'dragend', 'dragX': 32}","{'dragY': 28, 'event': 'dragend', 'timestamp': 1678471102284, 'dragX': 20}","{'dragY': 20, 'dragX': 14, 'event': 'dragend', 'timestamp': 1678471104583}","{'timestamp': 1678471106516, 'dragY': -18, 'dragX': -16, 'event': 'dragend'}","{'event': 'dragend', 'dragX': 30, 'timestamp': 1678471109534, 'dragY': -12}","{'fails': 0, 'attempts': 1, 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'name': 'bananabasket', 'x': 150, 'y': 525}, {'name': 'apple', 'x': 148, 'y': 570.5}, {'x': 173, 'name': 'apple', 'y': 570.5}, {'y': 570.5, 'x': 134, 'name': 'apple'}, {'y': 570.5, 'x': 132, 'name': 'apple'}, {'x': 636, 'y': 570.5, 'name': 'banana'}, {'x': 634, 'name': 'banana', 'y': 570.5}], 'timestamp': 1678471111123, 'event': 'checkcorrect', 'correct': True}","{'fails': 0, 'event': 'success', 'attempts': 1, 'correct': True, 'timestamp': 1678471111126, 'locations': [{'y': 525, 'name': 'applebasket', 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 148, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'x': 173, 'y': 570.5}, {'x': 134, 'name': 'apple', 'y': 570.5}, {'x': 132, 'name': 'apple', 'y': 570.5}, {'x': 636, 'name': 'banana', 'y': 570.5}, {'name': 'banana', 'x': 634, 'y': 570.5}]}",,,,,,,,,,,,,,
dfrrqJ9CgL6hadpurple,"{'timestamp': 1678894846283, 'event': 'dragend', 'dragY': 2, 'dragX': 4.79998779296875}","{'dragX': 8.79998779296875, 'event': 'dragend', 'timestamp': 1678894848369, 'dragY': 6}","{'timestamp': 1678894850361, 'event': 'dragend', 'dragX': -3.20001220703125, 'dragY': 4}","{'timestamp': 1678894852063, 'dragX': 14.79998779296875, 'event': 'dragend', 'dragY': -20}","{'timestamp': 1678894853743, 'event': 'dragend', 'dragX': 2.79998779296875, 'dragY': 12}","{'timestamp': 1678894855587, 'event': 'dragend', 'dragY': 14, 'dragX': 26.79998779296875}","{'timestamp': 1678894856793, 'attempts': 1, 'correct': True, 'fails': 0, 'event': 'checkcorrect', 'locations': [{'name': 'applebasket', 'x': 150, 'y': 525}, {'x': 150, 'name': 'bananabasket', 'y': 525}, {'x': 153, 'name': 'apple', 'y': 570.5}, {'x': 158, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 136}, {'name': 'apple', 'y': 570.5, 'x': 158}, {'y': 570.5, 'x': 662, 'name': 'banana'}, {'x': 652, 'y': 570.5, 'name': 'banana'}]}","{'fails': 0, 'locations': [{'name': 'applebasket', 'y': 525, 'x': 150}, {'name': 'bananabasket', 'y': 525, 'x': 150}, {'x': 153, 'name': 'apple', 'y': 570.5}, {'name': 'apple', 'y': 570.5, 'x': 158}, {'y': 570.5, 'x': 136, 'name': 'apple'}, {'name': 'apple', 'x': 158, 'y': 570.5}, {'name': 'banana', 'x': 662, 'y': 570.5}, {'x': 652, 'name': 'banana', 'y': 570.5}], 'timestamp': 1678894856802, 'correct': True, 'attempts': 1, 'event': 'success'}",,,,,,,,,,,,,,
